CollectionID,LoanID,CollectionDate,CollectionMethod,CollectionResult
COL000528,LOAN007079,2023-02-02,Phone,Success
COL000529,LOAN008934,2025-08-02,SMS,Failure
COL000530,LOAN002471,2022-10-09,In-person,Success
COL000531,LOAN005436,2020-02-09,SMS,Failure
COL000532,LOAN004873,2020-02-02,SMS,Failure
COL000533,LOAN000091,2020-01-06,Phone,Failure
COL000534,LOAN008587,2021-07-11,Phone,Success
COL000535,LOAN009283,2020-08-15,In-person,Success
COL000536,LOAN006325,2026-07-04,Phone,Failure
COL000537,LOAN009678,2023-12-19,In-person,Failure
COL000538,LOAN008895,2024-12-05,In-person,Success
COL000539,LOAN008366,2021-06-05,In-person,Success
COL000540,LOAN009619,2021-06-22,Phone,Failure
COL000541,LOAN002302,2027-06-16,SMS,Failure
COL000542,LOAN008318,2023-03-03,Phone,Success
COL000543,LOAN006997,2025-02-10,SMS,Failure
COL000544,LOAN009288,2020-08-29,SMS,Success
COL000545,LOAN002161,2024-11-28,Phone,Failure
COL000546,LOAN004327,2025-04-28,SMS,Failure
COL000547,LOAN007059,2024-10-18,Phone,Failure
COL000548,LOAN002018,2021-04-26,SMS,Success
COL000549,LOAN002366,2022-03-12,SMS,Failure
COL000550,LOAN001849,2024-11-04,SMS,Success
COL000551,LOAN002790,2023-01-24,Phone,Failure
COL000552,LOAN006980,2021-09-19,SMS,Success
COL000553,LOAN003201,2023-12-22,SMS,Failure
COL000554,LOAN007068,2019-06-10,Phone,Success
COL000555,LOAN000609,2025-11-04,In-person,Failure
COL000556,LOAN005488,2020-09-09,In-person,Success
COL000557,LOAN008166,2020-10-12,Phone,Failure
COL000558,LOAN000698,2025-01-06,SMS,Success
COL000559,LOAN004115,2024-10-19,Phone,Failure
COL000560,LOAN005873,2023-11-10,Phone,Success
COL000561,LOAN000109,2020-03-25,SMS,Failure
COL000562,LOAN002204,2024-11-18,SMS,Failure
COL000563,LOAN003063,2022-06-21,SMS,Failure
COL000564,LOAN001443,2020-08-24,Phone,Failure
COL000565,LOAN002261,2023-07-24,SMS,Success
COL000566,LOAN008289,2024-05-31,In-person,Success
COL000567,LOAN004439,2023-03-07,In-person,Failure
COL000568,LOAN002430,2023-06-23,In-person,Failure
COL000569,LOAN001962,2023-04-20,SMS,Success
COL000570,LOAN003733,2022-03-09,Phone,Failure
COL000571,LOAN005950,2022-10-27,In-person,Success
COL000572,LOAN006902,2025-06-05,Phone,Failure
COL000573,LOAN005580,2024-03-04,SMS,Failure
COL000574,LOAN003422,2021-06-15,Phone,Failure
COL000575,LOAN000331,2021-08-01,Phone,Success
COL000576,LOAN004494,2024-06-08,SMS,Failure
COL000577,LOAN003683,2024-11-25,In-person,Failure
COL000578,LOAN001680,2024-03-02,Phone,Success
COL000579,LOAN003450,2023-12-10,SMS,Success
COL000580,LOAN005087,2020-01-30,In-person,Success
COL000581,LOAN002833,2019-12-12,Phone,Success
COL000582,LOAN009816,2020-10-31,Phone,Success
COL000583,LOAN003274,2023-02-11,SMS,Failure
COL000584,LOAN001860,2023-03-28,Phone,Success
COL000585,LOAN004073,2021-10-14,In-person,Success
COL000586,LOAN001227,2022-07-06,Phone,Failure
COL000587,LOAN006928,2025-10-17,Phone,Success
COL000588,LOAN001422,2021-06-26,Phone,Success
COL000589,LOAN005162,2022-01-18,SMS,Failure
COL000590,LOAN002278,2024-08-04,Phone,Failure
COL000591,LOAN005395,2021-08-29,In-person,Success
COL000592,LOAN006647,2024-06-14,In-person,Failure
COL000593,LOAN002988,2022-02-22,Phone,Success
COL000594,LOAN004486,2022-12-19,SMS,Success
COL000595,LOAN002465,2022-10-26,SMS,Failure
COL000596,LOAN002043,2024-04-28,SMS,Success
COL000597,LOAN002923,2027-05-20,Phone,Success
COL000598,LOAN004469,2024-08-07,Phone,Success
COL000599,LOAN009516,2020-08-03,Phone,Success
COL000600,LOAN002682,2019-12-19,SMS,Failure
COL000601,LOAN002908,2021-12-04,Phone,Success
COL000602,LOAN002644,2022-05-10,Phone,Success
COL000603,LOAN004116,2020-09-26,In-person,Success
COL000604,LOAN000248,2024-09-02,SMS,Failure
COL000605,LOAN003339,2021-08-10,Phone,Failure
COL000606,LOAN002575,2020-08-24,SMS,Success
COL000607,LOAN007699,2023-03-23,Phone,Failure
COL000608,LOAN003648,2025-06-25,Phone,Success
COL000609,LOAN000288,2024-01-24,Phone,Success
COL000610,LOAN005689,2023-03-20,Phone,Success
COL000611,LOAN009990,2021-07-08,Phone,Success
COL000612,LOAN004214,2021-02-25,Phone,Failure
COL000613,LOAN000210,2024-09-16,Phone,Failure
COL000614,LOAN005121,2025-06-19,SMS,Failure
COL000615,LOAN008667,2022-10-13,SMS,Failure
COL000616,LOAN002360,2023-12-19,In-person,Failure
COL000617,LOAN005977,2021-06-16,Phone,Success
COL000618,LOAN002529,2024-04-19,SMS,Success
COL000619,LOAN007157,2021-10-31,In-person,Success
COL000620,LOAN003621,2022-01-29,In-person,Success
COL000621,LOAN008357,2025-03-11,SMS,Failure
COL000622,LOAN007357,2021-08-02,SMS,Success
COL000623,LOAN006666,2025-12-20,Phone,Failure
COL000624,LOAN009832,2021-05-31,Phone,Success
COL000625,LOAN008890,2023-08-21,Phone,Success
COL000626,LOAN005401,2024-02-14,SMS,Failure
COL000627,LOAN004048,2024-02-12,Phone,Failure
COL000628,LOAN004902,2025-02-23,Phone,Failure
COL000629,LOAN006051,2020-01-07,Phone,Success
COL000630,LOAN003398,2024-05-05,Phone,Success
COL000631,LOAN009896,2020-12-17,In-person,Success
COL000632,LOAN005846,2024-09-12,Phone,Success
COL000633,LOAN000683,2025-02-12,Phone,Failure
COL000634,LOAN005808,2025-03-05,SMS,Failure
COL000635,LOAN000934,2024-04-26,Phone,Success
COL000636,LOAN005973,2023-12-08,Phone,Failure
COL000637,LOAN003879,2021-09-02,Phone,Success
COL000638,LOAN002654,2024-09-11,In-person,Failure
COL000639,LOAN001755,2022-08-02,Phone,Success
COL000640,LOAN007709,2019-12-02,Phone,Success
COL000641,LOAN001700,2022-09-07,Phone,Failure
COL000642,LOAN006538,2023-03-27,Phone,Success
COL000643,LOAN004254,2027-07-15,Phone,Failure
COL000644,LOAN007326,2022-02-14,Phone,Failure
COL000645,LOAN004131,2021-07-10,SMS,Success
COL000646,LOAN000181,2020-10-17,Phone,Failure
COL000647,LOAN009662,2020-01-02,SMS,Success
COL000648,LOAN002547,2021-12-20,In-person,Success
COL000649,LOAN007649,2020-11-03,Phone,Failure
COL000650,LOAN002064,2021-07-15,Phone,Success
COL000651,LOAN006325,2026-08-03,Phone,Success
COL000652,LOAN008482,2022-07-24,Phone,Success
COL000653,LOAN008340,2023-09-13,Phone,Failure
COL000654,LOAN008627,2021-05-28,In-person,Failure
COL000655,LOAN003261,2022-01-11,SMS,Failure
COL000656,LOAN003194,2024-08-22,Phone,Failure
COL000657,LOAN004096,2023-09-10,Phone,Success
COL000658,LOAN001708,2019-12-09,Phone,Failure
COL000659,LOAN009230,2021-03-11,In-person,Success
COL000660,LOAN001457,2023-09-02,In-person,Failure
COL000661,LOAN005597,2023-08-21,Phone,Success
COL000662,LOAN005450,2025-05-14,SMS,Success
COL000663,LOAN007227,2024-02-20,SMS,Failure
COL000664,LOAN007532,2020-12-19,Phone,Success
COL000665,LOAN006364,2024-01-13,Phone,Success
COL000666,LOAN002205,2026-01-28,In-person,Failure
COL000667,LOAN005202,2022-01-08,Phone,Success
COL000668,LOAN009992,2024-08-15,In-person,Success
COL000669,LOAN005615,2024-04-11,Phone,Failure
COL000670,LOAN009612,2019-07-30,SMS,Success
COL000671,LOAN000126,2024-02-14,SMS,Failure
COL000672,LOAN007370,2023-07-31,In-person,Failure
COL000673,LOAN001785,2024-12-07,SMS,Success
COL000674,LOAN009888,2020-05-23,In-person,Success
COL000675,LOAN003503,2019-11-09,In-person,Failure
COL000676,LOAN001129,2024-01-21,Phone,Success
COL000677,LOAN005863,2024-12-06,Phone,Success
COL000678,LOAN001672,2025-10-23,Phone,Success
COL000679,LOAN009146,2026-08-11,Phone,Failure
COL000680,LOAN001911,2021-02-11,Phone,Success
COL000681,LOAN005285,2025-08-16,SMS,Failure
COL000682,LOAN004625,2022-05-07,In-person,Failure
COL000683,LOAN007039,2020-04-27,Phone,Failure
COL000684,LOAN009143,2023-09-16,SMS,Failure
COL000685,LOAN008895,2024-08-07,Phone,Success
COL000686,LOAN007825,2023-04-24,SMS,Failure
COL000687,LOAN004094,2023-11-03,Phone,Success
COL000688,LOAN000519,2021-05-13,Phone,Failure
COL000689,LOAN009020,2020-02-21,SMS,Success
COL000690,LOAN005591,2023-08-06,In-person,Failure
COL000691,LOAN008525,2024-07-19,SMS,Failure
COL000692,LOAN004137,2024-07-25,Phone,Failure
COL000693,LOAN006069,2021-11-13,Phone,Failure
COL000694,LOAN008679,2026-04-10,In-person,Success
COL000695,LOAN000806,2021-07-26,In-person,Success
COL000696,LOAN003789,2023-10-21,SMS,Failure
COL000697,LOAN005164,2026-06-05,Phone,Failure
COL000698,LOAN002307,2024-08-20,In-person,Failure
COL000699,LOAN004909,2021-05-13,SMS,Success
COL000700,LOAN002550,2021-07-22,Phone,Success
COL000701,LOAN000838,2020-01-25,In-person,Success
COL000702,LOAN000180,2022-04-20,Phone,Failure
COL000703,LOAN008294,2024-10-16,SMS,Success
COL000704,LOAN009697,2021-08-31,Phone,Failure
COL000705,LOAN002067,2023-10-09,In-person,Success
COL000706,LOAN005281,2020-11-01,Phone,Success
COL000707,LOAN002016,2021-03-27,Phone,Failure
COL000708,LOAN009759,2023-11-21,In-person,Failure
COL000709,LOAN008814,2023-01-22,Phone,Failure
COL000710,LOAN002429,2019-10-16,Phone,Success
COL000711,LOAN004755,2022-02-10,In-person,Failure
COL000712,LOAN009824,2022-07-29,Phone,Success
COL000713,LOAN007090,2021-02-17,Phone,Success
COL000714,LOAN005829,2022-11-22,Phone,Success
COL000715,LOAN009055,2022-04-10,Phone,Failure
COL000716,LOAN004068,2022-06-05,Phone,Failure
COL000717,LOAN001727,2023-09-19,Phone,Success
COL000718,LOAN006674,2023-03-03,SMS,Success
COL000719,LOAN005657,2024-08-27,In-person,Success
COL000720,LOAN004789,2025-08-16,SMS,Success
COL000721,LOAN002849,2025-05-06,Phone,Success
COL000722,LOAN005785,2021-05-23,Phone,Failure
COL000723,LOAN008743,2020-11-01,In-person,Success
COL000724,LOAN005477,2019-06-30,SMS,Success
COL000725,LOAN002385,2024-11-29,SMS,Success
COL000726,LOAN004581,2020-11-29,In-person,Success
COL000727,LOAN000676,2020-05-01,In-person,Success
COL000728,LOAN006991,2024-11-03,Phone,Success
COL000729,LOAN002941,2024-11-10,Phone,Success
COL000730,LOAN007618,2024-12-01,SMS,Success
COL000731,LOAN009513,2022-08-18,SMS,Success
COL000732,LOAN004182,2020-11-05,Phone,Success
COL000733,LOAN009920,2021-03-17,Phone,Success
COL000734,LOAN002548,2020-07-30,SMS,Success
COL000735,LOAN002171,2025-01-03,In-person,Failure
COL000736,LOAN004006,2023-03-15,Phone,Failure
COL000737,LOAN004263,2021-07-06,SMS,Success
COL000738,LOAN009982,2019-10-10,SMS,Failure
COL000739,LOAN009838,2024-12-05,Phone,Success
COL000740,LOAN007014,2020-12-08,Phone,Success
COL000741,LOAN000313,2024-08-26,SMS,Success
COL000742,LOAN003248,2022-01-02,In-person,Success
COL000743,LOAN005066,2022-10-13,Phone,Failure
COL000744,LOAN008890,2025-03-13,Phone,Success
COL000745,LOAN001346,2023-02-25,SMS,Success
COL000746,LOAN001197,2024-07-05,SMS,Success
COL000747,LOAN004438,2019-12-28,SMS,Success
COL000748,LOAN009353,2021-08-15,In-person,Failure
COL000749,LOAN000163,2021-07-17,Phone,Failure
COL000750,LOAN008930,2024-01-11,Phone,Failure
COL000751,LOAN001224,2024-05-22,Phone,Failure
COL000752,LOAN004020,2020-10-05,Phone,Success
COL000753,LOAN002929,2019-07-07,In-person,Success
COL000754,LOAN000366,2020-01-18,Phone,Success
COL000755,LOAN000411,2025-06-25,In-person,Failure
COL000756,LOAN008785,2026-06-06,In-person,Failure
COL000757,LOAN003726,2023-11-10,SMS,Success
COL000758,LOAN005852,2024-03-24,Phone,Success
COL000759,LOAN006402,2023-04-19,Phone,Success
COL000760,LOAN006282,2024-05-16,SMS,Success
COL000761,LOAN006720,2019-06-03,Phone,Success
COL000762,LOAN000764,2026-08-21,Phone,Failure
COL000763,LOAN005150,2023-12-07,Phone,Success
COL000764,LOAN000925,2025-01-21,In-person,Success
COL000765,LOAN001553,2021-01-06,Phone,Failure
COL000766,LOAN009372,2020-02-11,SMS,Success
COL000767,LOAN000395,2025-03-14,Phone,Success
COL000768,LOAN001907,2025-01-25,Phone,Success
COL000769,LOAN007962,2021-09-21,SMS,Failure
COL000770,LOAN009875,2023-11-04,Phone,Failure
COL000771,LOAN005319,2023-01-22,Phone,Failure
COL000772,LOAN002888,2024-12-16,Phone,Failure
COL000773,LOAN003108,2020-09-10,Phone,Failure
COL000774,LOAN009047,2022-04-03,Phone,Success
COL000775,LOAN009883,2021-12-25,Phone,Success
COL000776,LOAN008607,2026-05-18,Phone,Failure
COL000777,LOAN004165,2023-07-15,SMS,Success
COL000778,LOAN007314,2019-07-15,Phone,Failure
COL000779,LOAN000194,2023-04-13,Phone,Success
COL000780,LOAN003779,2022-12-20,Phone,Success
COL000781,LOAN001633,2019-11-02,Phone,Failure
COL000782,LOAN000985,2022-09-30,In-person,Success
COL000783,LOAN005799,2024-04-15,Phone,Failure
COL000784,LOAN005518,2021-07-10,In-person,Failure
COL000785,LOAN000304,2023-08-20,Phone,Failure
COL000786,LOAN003032,2020-06-15,SMS,Success
COL000787,LOAN006889,2022-10-15,Phone,Failure
COL000788,LOAN001359,2025-05-06,Phone,Success
COL000789,LOAN000727,2023-04-11,Phone,Failure
COL000790,LOAN008692,2019-11-08,Phone,Success
COL000791,LOAN008442,2024-07-11,Phone,Success
COL000792,LOAN005483,2020-11-27,Phone,Failure
COL000793,LOAN000240,2019-12-03,Phone,Failure
COL000794,LOAN004707,2021-06-02,Phone,Success
COL000795,LOAN009846,2023-08-04,SMS,Success
COL000796,LOAN005787,2020-11-01,Phone,Success
COL000797,LOAN004022,2025-09-21,In-person,Failure
COL000798,LOAN003454,2021-02-08,Phone,Success
COL000799,LOAN007637,2026-06-03,Phone,Success
COL000800,LOAN001937,2025-08-06,Phone,Failure
COL000801,LOAN005491,2025-09-16,Phone,Success
COL000802,LOAN004362,2022-06-21,Phone,Success
COL000803,LOAN008414,2020-02-26,Phone,Failure
COL000804,LOAN009456,2021-02-21,In-person,Failure
COL000805,LOAN005480,2024-12-08,Phone,Failure
COL000806,LOAN009440,2025-06-30,Phone,Success
COL000807,LOAN003337,2025-02-22,SMS,Success
COL000808,LOAN007247,2025-12-26,In-person,Failure
COL000809,LOAN001244,2019-07-22,In-person,Success
COL000810,LOAN003332,2023-03-11,Phone,Success
COL000811,LOAN003037,2025-02-17,Phone,Success
COL000812,LOAN003130,2023-08-31,In-person,Failure
COL000813,LOAN002196,2022-06-27,In-person,Success
COL000814,LOAN002422,2025-01-22,SMS,Failure
COL000815,LOAN006886,2023-05-03,Phone,Success
COL000816,LOAN005405,2022-10-18,SMS,Failure
COL000817,LOAN005474,2023-05-29,SMS,Success
COL000818,LOAN002750,2021-10-14,SMS,Success
COL000819,LOAN000681,2022-03-27,Phone,Success
COL000820,LOAN000306,2021-10-09,Phone,Failure
COL000821,LOAN001402,2022-12-20,Phone,Success
COL000822,LOAN006914,2024-04-25,In-person,Failure
COL000823,LOAN000785,2021-06-07,SMS,Failure
COL000824,LOAN002288,2023-12-02,Phone,Success
COL000825,LOAN007618,2024-09-02,Phone,Failure
COL000826,LOAN008292,2022-06-22,Phone,Failure
COL000827,LOAN004805,2023-04-08,SMS,Failure
COL000828,LOAN003375,2021-04-08,Phone,Success
COL000829,LOAN002027,2022-01-26,In-person,Failure
COL000830,LOAN003567,2025-02-13,In-person,Success
COL000831,LOAN009270,2020-03-04,Phone,Success
COL000832,LOAN008485,2020-10-23,SMS,Success
COL000833,LOAN007003,2026-01-27,Phone,Failure
COL000834,LOAN004515,2024-10-12,Phone,Failure
COL000835,LOAN005365,2022-05-22,Phone,Success
COL000836,LOAN005913,2019-12-30,Phone,Success
COL000837,LOAN005109,2023-08-10,Phone,Success
COL000838,LOAN005724,2019-11-26,In-person,Failure
COL000839,LOAN007932,2020-06-25,Phone,Success
COL000840,LOAN002003,2025-01-12,SMS,Failure
COL000841,LOAN008858,2019-09-17,In-person,Success
COL000842,LOAN009383,2020-07-22,SMS,Success
COL000843,LOAN000587,2022-04-26,SMS,Failure
COL000844,LOAN008919,2020-02-02,Phone,Success
COL000845,LOAN001121,2021-10-16,Phone,Success
COL000846,LOAN003010,2023-12-28,SMS,Success
COL000847,LOAN003761,2020-07-07,SMS,Success
COL000848,LOAN002169,2021-05-12,Phone,Success
COL000849,LOAN008151,2023-04-09,Phone,Success
COL000850,LOAN008887,2027-01-26,SMS,Failure
COL000851,LOAN008030,2021-04-18,Phone,Failure
COL000852,LOAN001930,2019-11-11,In-person,Success
COL000853,LOAN002462,2020-02-12,In-person,Failure
COL000854,LOAN005421,2020-03-01,In-person,Success
COL000855,LOAN006023,2023-06-05,Phone,Success
COL000856,LOAN009740,2022-09-18,Phone,Success
COL000857,LOAN007277,2025-12-17,SMS,Success
COL000858,LOAN000107,2025-05-03,SMS,Failure
COL000859,LOAN004892,2021-09-17,SMS,Failure
COL000860,LOAN000174,2024-06-04,Phone,Success
COL000861,LOAN003815,2025-03-06,Phone,Failure
COL000862,LOAN005149,2023-09-17,In-person,Success
COL000863,LOAN005119,2023-02-01,SMS,Failure
COL000864,LOAN000835,2020-06-07,SMS,Failure
COL000865,LOAN000359,2020-11-24,Phone,Success
COL000866,LOAN004459,2025-01-07,Phone,Success
COL000867,LOAN005902,2023-05-08,In-person,Success
COL000868,LOAN005364,2025-08-22,Phone,Success
COL000869,LOAN006901,2023-08-22,In-person,Failure
COL000870,LOAN004928,2022-03-27,In-person,Success
COL000871,LOAN000074,2027-05-15,Phone,Success
COL000872,LOAN006273,2022-05-07,In-person,Success
COL000873,LOAN009614,2025-05-06,Phone,Success
COL000874,LOAN000041,2023-03-11,SMS,Failure
COL000875,LOAN007354,2022-01-17,Phone,Success
COL000876,LOAN004951,2023-01-23,In-person,Success
COL000877,LOAN005898,2024-05-21,In-person,Failure
COL000878,LOAN001129,2023-03-27,SMS,Failure
COL000879,LOAN004340,2021-06-19,Phone,Success
COL000880,LOAN001201,2023-12-23,Phone,Success
COL000881,LOAN008571,2023-01-09,Phone,Failure
COL000882,LOAN007031,2022-08-16,In-person,Success
COL000883,LOAN007219,2024-09-02,Phone,Success
COL000884,LOAN001831,2022-08-25,In-person,Success
COL000885,LOAN007564,2023-06-03,Phone,Failure
COL000886,LOAN004923,2022-05-01,SMS,Failure
COL000887,LOAN008246,2025-07-22,Phone,Failure
COL000888,LOAN001318,2021-12-17,Phone,Success
COL000889,LOAN007555,2021-12-01,In-person,Success
COL000890,LOAN000622,2023-06-28,Phone,Success
COL000891,LOAN002656,2021-01-26,In-person,Success
COL000892,LOAN002801,2024-01-19,SMS,Failure
COL000893,LOAN000894,2020-04-22,SMS,Failure
COL000894,LOAN006495,2022-11-10,Phone,Success
COL000895,LOAN009185,2021-06-18,Phone,Success
COL000896,LOAN006193,2020-07-16,Phone,Failure
COL000897,LOAN002646,2025-08-22,Phone,Failure
COL000898,LOAN007369,2020-05-31,Phone,Success
COL000899,LOAN006307,2021-01-18,SMS,Failure
COL000900,LOAN006172,2024-02-01,In-person,Success
COL000901,LOAN009642,2019-08-02,Phone,Failure
COL000902,LOAN002831,2021-11-25,SMS,Success
COL000903,LOAN005045,2024-01-14,SMS,Failure
COL000904,LOAN000035,2023-09-21,Phone,Failure
COL000905,LOAN008287,2021-11-30,Phone,Failure
COL000906,LOAN004722,2024-02-26,In-person,Failure
COL000907,LOAN003765,2022-02-18,In-person,Success
COL000908,LOAN000195,2021-11-04,In-person,Failure
COL000909,LOAN002630,2024-01-10,In-person,Success
COL000910,LOAN004352,2024-10-27,Phone,Failure
COL000911,LOAN003166,2021-07-17,SMS,Failure
COL000912,LOAN001766,2025-05-22,In-person,Success
COL000913,LOAN007398,2020-09-12,Phone,Success
COL000914,LOAN005277,2020-04-25,Phone,Success
COL000915,LOAN001295,2020-06-16,Phone,Success
COL000916,LOAN000105,2024-01-05,Phone,Success
COL000917,LOAN003099,2025-01-19,Phone,Failure
COL000918,LOAN005347,2021-04-16,In-person,Success
COL000919,LOAN002700,2020-10-06,In-person,Failure
COL000920,LOAN009856,2023-06-06,In-person,Failure
COL000921,LOAN002432,2024-05-25,Phone,Failure
COL000922,LOAN001633,2020-09-27,Phone,Success
COL000923,LOAN007115,2022-10-28,Phone,Success
COL000924,LOAN009817,2023-10-01,In-person,Success
COL000925,LOAN007053,2022-02-22,SMS,Success
COL000926,LOAN001995,2020-05-14,In-person,Failure
COL000927,LOAN008596,2024-12-31,In-person,Success
COL000928,LOAN000556,2023-11-28,SMS,Success
COL000929,LOAN007508,2022-12-28,SMS,Success
COL000930,LOAN000613,2021-04-11,SMS,Success
COL000931,LOAN000281,2024-09-04,SMS,Success
COL000932,LOAN006390,2022-12-08,In-person,Success
COL000933,LOAN006681,2021-12-14,In-person,Success
COL000934,LOAN001418,2024-06-11,Phone,Failure
COL000935,LOAN003987,2024-04-13,Phone,Success
COL000936,LOAN007950,2020-02-08,SMS,Success
COL000937,LOAN000230,2020-02-25,Phone,Success
COL000938,LOAN008293,2022-10-30,In-person,Success
COL000939,LOAN000257,2021-02-23,Phone,Success
COL000940,LOAN007926,2023-04-12,SMS,Failure
COL000941,LOAN005726,2023-05-18,Phone,Success
COL000942,LOAN004180,2021-09-24,Phone,Failure
COL000943,LOAN007329,2024-10-10,Phone,Success
COL000944,LOAN005252,2023-04-26,SMS,Success
COL000945,LOAN002141,2024-04-07,Phone,Success
COL000946,LOAN005771,2024-05-21,Phone,Success
COL000947,LOAN002678,2020-02-12,SMS,Failure
COL000948,LOAN000463,2020-01-15,SMS,Success
COL000949,LOAN004007,2022-08-20,SMS,Success
COL000950,LOAN009530,2019-08-19,Phone,Success
COL000951,LOAN004900,2025-05-06,Phone,Success
COL000952,LOAN006171,2021-11-05,In-person,Success
COL000953,LOAN000073,2025-07-15,SMS,Success
COL000954,LOAN004295,2023-03-17,Phone,Success
COL000955,LOAN002222,2025-09-17,Phone,Failure
COL000956,LOAN001566,2019-08-16,SMS,Failure
COL000957,LOAN004102,2025-09-14,In-person,Success
COL000958,LOAN008172,2023-04-27,In-person,Success
COL000959,LOAN007728,2024-01-14,Phone,Failure
COL000960,LOAN007935,2024-06-23,In-person,Success
COL000961,LOAN001283,2019-08-03,Phone,Failure
COL000962,LOAN001311,2021-11-19,SMS,Success
COL000963,LOAN009163,2019-09-05,Phone,Success
COL000964,LOAN002276,2023-11-18,In-person,Success
COL000965,LOAN007393,2022-12-06,SMS,Success
COL000966,LOAN006163,2024-08-12,SMS,Success
COL000967,LOAN007684,2022-03-01,In-person,Failure
COL000968,LOAN009904,2025-06-24,Phone,Success
COL000969,LOAN004991,2024-04-07,SMS,Success
COL000970,LOAN004761,2026-03-24,Phone,Success
