LoanID,CustomerID,LoanType,LoanAmount,LoanTermMonths,InterestRate,DisbursementDate,ApprovalTimeDays
LOAN000356,CUST04005,Emergency Loan,16190,7,0.09,2021-06-14,2
LOAN000357,CUST00826,Avocado Loan,913903,18,0.11,2023-10-14,13
LOAN000358,CUST01875,Seasonal Advance,483571,9,0.08,2024-01-31,14
LOAN000359,CUST01699,Special Advance,64585,7,0.06,2020-08-26,1
LOAN000360,CUST01532,Avocado Loan,795177,45,0.11,2020-08-24,8
LOAN000361,CUST03761,Boda Boda Loan,700436,13,0.12,2020-09-01,12
LOAN000362,CUST00244,Salary Advance,12353,10,0.05,2021-01-26,3
LOAN000363,CUST02269,Emergency Loan,17157,12,0.09,2019-12-20,1
LOAN000364,CUST00035,Special Advance,96750,6,0.06,2019-08-23,2
LOAN000365,CUST01191,Avocado Loan,173185,57,0.11,2021-11-02,11
LOAN000366,CUST02780,Normal Loan,586188,50,0.1,2019-02-22,14
LOAN000367,CUST04949,Green Energy Loan,242393,25,0.07,2024-08-19,12
LOAN000368,CUST02459,Normal Loan,580841,30,0.1,2024-02-12,7
LOAN000369,CUST00982,Additional Loan,137605,7,0.1,2021-05-01,10
LOAN000370,CUST01419,Additional Loan,489659,13,0.1,2023-04-03,8
LOAN000371,CUST00009,Avocado Loan,800968,45,0.11,2020-08-06,11
LOAN000372,CUST03254,Salary Advance,98719,10,0.05,2019-08-03,1
LOAN000373,CUST03115,Salary Advance,90863,12,0.05,2024-06-08,2
LOAN000374,CUST03704,Normal Loan,555036,38,0.1,2023-12-01,7
LOAN000375,CUST00113,Seasonal Advance,372211,8,0.08,2019-12-09,7
LOAN000376,CUST00942,Jipange Loan,420961,21,0.08,2019-10-27,13
LOAN000377,CUST01343,Green Energy Loan,306865,7,0.07,2020-04-06,9
LOAN000378,CUST01457,Boda Boda Loan,260859,31,0.12,2021-04-03,13
LOAN000379,CUST00766,Normal Loan,515399,51,0.1,2022-09-01,14
LOAN000380,CUST04327,Jipange Loan,136934,18,0.08,2020-05-12,10
LOAN000381,CUST03208,Salary Advance,86676,9,0.05,2019-04-15,3
LOAN000382,CUST04608,Boda Boda Loan,320345,60,0.12,2019-11-23,7
LOAN000383,CUST00680,Boda Boda Loan,919234,19,0.12,2021-06-25,8
LOAN000384,CUST02463,Boda Boda Loan,199630,39,0.12,2019-06-20,10
LOAN000385,CUST02095,Salary Advance,24547,3,0.05,2023-02-22,2
LOAN000386,CUST01109,Emergency Loan,41652,5,0.09,2021-10-08,3
LOAN000387,CUST02479,Seasonal Advance,207093,7,0.08,2024-09-01,8
LOAN000388,CUST02141,Seasonal Advance,371410,22,0.08,2020-05-19,12
LOAN000389,CUST03502,Jipange Loan,315832,17,0.08,2023-04-05,11
LOAN000390,CUST03501,Jipange Loan,305000,28,0.08,2022-12-14,7
LOAN000391,CUST00159,Green Energy Loan,163771,23,0.07,2023-11-11,8
LOAN000392,CUST00895,Emergency Loan,18220,7,0.09,2021-04-05,1
LOAN000393,CUST01796,Salary Advance,91547,7,0.05,2022-03-08,3
LOAN000394,CUST04214,Maziwa Loan,383887,20,0.09,2023-02-25,13
LOAN000395,CUST04253,Maziwa Loan,160623,32,0.09,2023-06-23,12
LOAN000396,CUST03505,Avocado Loan,855041,12,0.11,2024-11-30,14
LOAN000397,CUST03680,Maziwa Loan,208698,25,0.09,2023-12-03,12
LOAN000398,CUST00257,Maziwa Loan,114248,9,0.09,2022-04-05,14
LOAN000399,CUST01860,Special Advance,57958,8,0.06,2019-11-09,3
LOAN000400,CUST02047,Salary Advance,11930,12,0.05,2022-02-28,2
LOAN000401,CUST02516,Salary Advance,10047,8,0.05,2023-04-29,2
LOAN000402,CUST02747,Emergency Loan,21238,8,0.09,2024-11-03,1
LOAN000403,CUST02814,Jipange Loan,393807,23,0.08,2024-03-03,11
LOAN000404,CUST00421,Additional Loan,307383,8,0.1,2021-07-14,10
LOAN000405,CUST04474,Seasonal Advance,220943,8,0.08,2019-02-13,13
LOAN000406,CUST03764,Boda Boda Loan,404066,35,0.12,2023-05-05,9
LOAN000407,CUST03918,Maziwa Loan,224051,30,0.09,2021-01-23,14
LOAN000408,CUST04608,Seasonal Advance,188040,10,0.08,2024-03-13,13
LOAN000409,CUST02690,Seasonal Advance,140156,9,0.08,2021-08-11,13
LOAN000410,CUST01045,Boda Boda Loan,281049,47,0.12,2024-10-05,14
LOAN000411,CUST04893,Emergency Loan,32954,11,0.09,2024-12-27,3
LOAN000412,CUST01100,Boda Boda Loan,142221,35,0.12,2019-05-10,11
LOAN000413,CUST00790,Special Advance,16574,10,0.06,2022-05-20,2
LOAN000414,CUST00484,Special Advance,40412,4,0.06,2020-06-24,3
LOAN000415,CUST03385,Boda Boda Loan,67458,54,0.12,2021-12-17,3
LOAN000416,CUST04565,Salary Advance,10418,11,0.05,2020-10-01,1
LOAN000417,CUST02568,Avocado Loan,887668,57,0.11,2019-12-25,11
LOAN000418,CUST03228,Normal Loan,133723,32,0.1,2020-06-22,7
LOAN000419,CUST01205,Avocado Loan,906407,52,0.11,2023-09-10,11
LOAN000420,CUST04300,Special Advance,76401,6,0.06,2024-04-16,2
LOAN000421,CUST04849,Special Advance,36926,10,0.06,2021-09-23,2
LOAN000422,CUST00563,Jipange Loan,64228,12,0.08,2020-07-29,1
LOAN000423,CUST04029,Salary Advance,70971,6,0.05,2021-11-01,1
LOAN000424,CUST03044,Normal Loan,419000,15,0.1,2019-10-23,10
LOAN000425,CUST03060,Jipange Loan,349106,27,0.08,2022-10-30,9
LOAN000426,CUST03638,Special Advance,74140,4,0.06,2020-11-23,2
LOAN000427,CUST04521,Additional Loan,39171,15,0.1,2021-12-03,3
LOAN000428,CUST01852,Emergency Loan,11132,4,0.09,2023-10-29,1
LOAN000429,CUST01580,Avocado Loan,188684,28,0.11,2022-05-26,10
LOAN000430,CUST01357,Maziwa Loan,247476,24,0.09,2023-06-04,9
LOAN000431,CUST02981,Jipange Loan,98387,36,0.08,2023-06-08,1
LOAN000432,CUST04157,Additional Loan,196293,15,0.1,2023-03-07,12
LOAN000433,CUST04027,Boda Boda Loan,532670,41,0.12,2024-10-07,13
LOAN000434,CUST03133,Avocado Loan,296279,16,0.11,2020-08-10,9
LOAN000435,CUST00840,Maziwa Loan,121801,27,0.09,2023-06-02,13
LOAN000436,CUST01044,Maziwa Loan,180379,27,0.09,2019-10-07,8
LOAN000437,CUST04152,Emergency Loan,33092,7,0.09,2024-06-07,2
LOAN000438,CUST00688,Maziwa Loan,215957,15,0.09,2019-07-05,9
LOAN000439,CUST00911,Special Advance,62137,8,0.06,2022-04-06,3
LOAN000440,CUST00204,Seasonal Advance,172086,11,0.08,2022-06-07,9
LOAN000441,CUST01464,Seasonal Advance,429392,17,0.08,2020-10-08,7
LOAN000442,CUST03118,Green Energy Loan,132932,21,0.07,2024-07-31,10
LOAN000443,CUST04537,Normal Loan,332661,51,0.1,2019-04-13,11
LOAN000444,CUST02602,Emergency Loan,34720,5,0.09,2020-01-01,1
LOAN000445,CUST03518,Green Energy Loan,321208,33,0.07,2024-01-05,12
LOAN000446,CUST02056,Normal Loan,651725,48,0.1,2019-03-24,13
LOAN000447,CUST03924,Seasonal Advance,281652,12,0.08,2023-02-21,11
LOAN000448,CUST00014,Emergency Loan,15752,10,0.09,2023-06-04,3
LOAN000449,CUST00794,Special Advance,96166,6,0.06,2020-12-30,2
LOAN000450,CUST02150,Salary Advance,44830,7,0.05,2021-02-18,1
LOAN000451,CUST04597,Jipange Loan,142243,8,0.08,2020-09-28,9
LOAN000452,CUST03821,Jipange Loan,464127,6,0.08,2020-06-08,12
LOAN000453,CUST01805,Avocado Loan,537588,55,0.11,2022-07-05,8
LOAN000454,CUST04450,Seasonal Advance,205253,10,0.08,2024-10-17,11
LOAN000455,CUST02029,Seasonal Advance,325425,21,0.08,2021-04-28,12
LOAN000456,CUST02018,Special Advance,80977,3,0.06,2022-10-17,2
LOAN000457,CUST04539,Additional Loan,192841,8,0.1,2020-08-12,11
LOAN000458,CUST04399,Green Energy Loan,380946,17,0.07,2023-03-10,9
LOAN000459,CUST03288,Salary Advance,19324,11,0.05,2024-02-04,2
LOAN000460,CUST00760,Seasonal Advance,40867,10,0.08,2023-05-11,3
LOAN000461,CUST03861,Maziwa Loan,221015,33,0.09,2024-07-28,9
LOAN000462,CUST01642,Avocado Loan,823931,19,0.11,2023-09-12,13
LOAN000463,CUST01813,Jipange Loan,265962,20,0.08,2019-04-20,11
LOAN000464,CUST04612,Seasonal Advance,491121,6,0.08,2019-05-19,12
LOAN000465,CUST01817,Salary Advance,59372,10,0.05,2021-08-16,1
LOAN000466,CUST04772,Boda Boda Loan,321781,16,0.12,2023-05-29,13
LOAN000467,CUST01826,Green Energy Loan,100069,9,0.07,2022-07-07,12
LOAN000468,CUST03186,Salary Advance,70207,3,0.05,2022-03-06,3
LOAN000469,CUST00562,Maziwa Loan,37753,24,0.09,2020-05-03,3
LOAN000470,CUST00238,Green Energy Loan,383988,33,0.07,2024-02-21,11
LOAN000471,CUST03134,Jipange Loan,181696,31,0.08,2021-05-14,7
LOAN000472,CUST00861,Green Energy Loan,83279,10,0.07,2020-10-17,2
LOAN000473,CUST02208,Salary Advance,65138,6,0.05,2019-08-24,2
LOAN000474,CUST03473,Additional Loan,91567,34,0.1,2022-10-14,3
LOAN000475,CUST02650,Emergency Loan,19006,9,0.09,2022-07-18,3
LOAN000476,CUST04714,Additional Loan,429481,10,0.1,2023-03-14,10
LOAN000477,CUST00071,Salary Advance,94406,4,0.05,2023-12-29,3
LOAN000478,CUST02917,Seasonal Advance,214006,10,0.08,2022-08-27,11
LOAN000479,CUST03489,Maziwa Loan,369400,30,0.09,2020-09-02,14
LOAN000480,CUST01236,Special Advance,46636,8,0.06,2019-12-06,2
LOAN000481,CUST04943,Green Energy Loan,408590,9,0.07,2024-12-03,7
LOAN000482,CUST00463,Salary Advance,60901,4,0.05,2021-12-12,1
LOAN000483,CUST04806,Normal Loan,227748,33,0.1,2021-07-23,9
LOAN000484,CUST03801,Normal Loan,585306,23,0.1,2024-07-02,14
LOAN000485,CUST04225,Avocado Loan,692845,26,0.11,2019-04-17,13
LOAN000486,CUST01114,Green Energy Loan,296561,15,0.07,2019-08-18,9
LOAN000487,CUST02841,Emergency Loan,34290,6,0.09,2022-09-08,1
LOAN000488,CUST00052,Maziwa Loan,261107,23,0.09,2020-10-13,13
LOAN000489,CUST04916,Boda Boda Loan,219269,35,0.12,2019-03-15,10
LOAN000490,CUST01316,Maziwa Loan,142514,14,0.09,2020-10-15,11
LOAN000491,CUST02185,Green Energy Loan,99283,19,0.07,2022-03-19,1
LOAN000492,CUST03169,Additional Loan,208275,20,0.1,2024-03-22,14
LOAN000493,CUST02210,Normal Loan,343178,45,0.1,2024-01-30,7
LOAN000494,CUST02157,Maziwa Loan,219929,23,0.09,2020-04-26,12
LOAN000495,CUST03966,Salary Advance,79662,12,0.05,2022-01-12,1
LOAN000496,CUST04961,Maziwa Loan,459267,15,0.09,2019-09-08,13
LOAN000497,CUST03233,Green Energy Loan,150557,8,0.07,2023-06-09,9
LOAN000498,CUST03357,Salary Advance,83993,9,0.05,2019-01-22,2
LOAN000499,CUST04006,Jipange Loan,132022,17,0.08,2023-02-19,9
LOAN000500,CUST00973,Maziwa Loan,384300,13,0.09,2024-04-16,13
LOAN000501,CUST00827,Avocado Loan,761520,42,0.11,2019-08-28,10
LOAN000502,CUST00318,Green Energy Loan,208466,33,0.07,2024-06-27,9
LOAN000503,CUST00767,Seasonal Advance,444799,18,0.08,2019-06-06,8
LOAN000504,CUST02479,Seasonal Advance,386790,20,0.08,2020-10-27,7
LOAN000505,CUST03899,Avocado Loan,213525,43,0.11,2024-07-12,12
LOAN000506,CUST04795,Seasonal Advance,74389,16,0.08,2021-08-09,2
LOAN000507,CUST02434,Avocado Loan,81444,30,0.11,2024-11-25,3
LOAN000508,CUST01018,Jipange Loan,198864,36,0.08,2019-04-03,13
LOAN000509,CUST04149,Emergency Loan,22468,10,0.09,2024-02-19,2
LOAN000510,CUST03028,Normal Loan,504549,14,0.1,2023-11-08,14
LOAN000511,CUST02428,Salary Advance,85794,9,0.05,2024-11-20,1
LOAN000512,CUST02162,Avocado Loan,132078,14,0.11,2023-05-06,12
LOAN000513,CUST03042,Special Advance,26761,12,0.06,2019-04-02,1
LOAN000514,CUST04956,Special Advance,57770,10,0.06,2021-01-07,3
LOAN000515,CUST04354,Special Advance,12500,9,0.06,2024-02-07,2
LOAN000516,CUST02551,Boda Boda Loan,565792,55,0.12,2024-11-20,7
LOAN000517,CUST03888,Seasonal Advance,116296,24,0.08,2023-03-10,12
LOAN000518,CUST04956,Avocado Loan,696386,26,0.11,2024-02-11,12
LOAN000519,CUST01314,Green Energy Loan,130621,22,0.07,2020-11-14,13
LOAN000520,CUST01705,Avocado Loan,771285,38,0.11,2022-05-28,7
LOAN000521,CUST00262,Green Energy Loan,39731,17,0.07,2023-02-25,1
LOAN000522,CUST01160,Jipange Loan,169076,35,0.08,2019-02-18,11
LOAN000523,CUST01665,Green Energy Loan,304681,24,0.07,2019-09-18,11
LOAN000524,CUST01360,Emergency Loan,18511,12,0.09,2024-04-11,1
LOAN000525,CUST04586,Special Advance,65965,3,0.06,2019-01-21,3
LOAN000526,CUST02003,Seasonal Advance,151087,24,0.08,2019-01-06,12
LOAN000527,CUST02270,Salary Advance,12345,5,0.05,2021-11-29,3
LOAN000528,CUST03041,Salary Advance,26659,10,0.05,2021-04-06,2
LOAN000529,CUST00976,Boda Boda Loan,805594,40,0.12,2022-08-24,11
LOAN000530,CUST01547,Jipange Loan,290210,26,0.08,2021-08-06,13
LOAN000531,CUST01934,Emergency Loan,10479,9,0.09,2023-01-28,2
LOAN000532,CUST01764,Additional Loan,154792,23,0.1,2024-09-23,8
LOAN000533,CUST03606,Emergency Loan,40492,5,0.09,2024-04-18,2
LOAN000534,CUST02263,Seasonal Advance,461378,13,0.08,2019-05-24,11
LOAN000535,CUST00415,Green Energy Loan,401762,26,0.07,2024-03-01,13
LOAN000536,CUST00627,Boda Boda Loan,844422,12,0.12,2021-02-22,8
LOAN000537,CUST04035,Normal Loan,432848,25,0.1,2020-09-02,11
LOAN000538,CUST00653,Green Energy Loan,113630,34,0.07,2022-10-04,9
LOAN000539,CUST04787,Boda Boda Loan,437333,29,0.12,2020-02-17,14
LOAN000540,CUST00513,Emergency Loan,36359,4,0.09,2020-05-06,2
LOAN000541,CUST03613,Additional Loan,118223,9,0.1,2022-01-24,7
LOAN000542,CUST02445,Jipange Loan,229896,25,0.08,2024-09-15,8
LOAN000543,CUST00810,Salary Advance,29780,8,0.05,2022-11-30,1
LOAN000544,CUST02910,Avocado Loan,620836,30,0.11,2023-07-01,14
LOAN000545,CUST04496,Green Energy Loan,414510,7,0.07,2023-05-02,13
LOAN000546,CUST03900,Maziwa Loan,330214,22,0.09,2019-12-30,8
LOAN000547,CUST02722,Green Energy Loan,22116,25,0.07,2020-02-27,1
LOAN000548,CUST00503,Avocado Loan,511313,38,0.11,2024-04-27,7
LOAN000549,CUST00040,Emergency Loan,41086,12,0.09,2021-06-02,1
LOAN000550,CUST03011,Boda Boda Loan,313316,39,0.12,2020-08-01,9
LOAN000551,CUST04445,Jipange Loan,362365,6,0.08,2024-12-02,14
LOAN000552,CUST00222,Maziwa Loan,456851,18,0.09,2024-09-25,11
LOAN000553,CUST01466,Emergency Loan,34688,3,0.09,2021-03-02,2
LOAN000554,CUST03636,Normal Loan,952435,45,0.1,2019-02-20,13
LOAN000555,CUST04160,Salary Advance,91301,10,0.05,2023-09-02,2
LOAN000556,CUST01028,Seasonal Advance,178223,10,0.08,2023-03-03,11
LOAN000557,CUST01480,Jipange Loan,237477,15,0.08,2024-07-13,14
LOAN000558,CUST01042,Salary Advance,72623,7,0.05,2021-01-18,1
LOAN000559,CUST01907,Maziwa Loan,329659,20,0.09,2023-05-27,8
LOAN000560,CUST02830,Green Energy Loan,280479,16,0.07,2020-12-08,8
LOAN000561,CUST03446,Boda Boda Loan,493576,33,0.12,2019-08-02,9
LOAN000562,CUST03438,Special Advance,24905,9,0.06,2023-12-24,1
LOAN000563,CUST04447,Avocado Loan,774390,49,0.11,2019-04-29,10
LOAN000564,CUST02147,Jipange Loan,179675,21,0.08,2022-01-25,13
LOAN000565,CUST00898,Maziwa Loan,24937,20,0.09,2020-10-25,1
LOAN000566,CUST03491,Special Advance,60175,5,0.06,2019-12-13,2
LOAN000567,CUST04445,Salary Advance,75772,11,0.05,2024-10-26,3
LOAN000568,CUST03910,Boda Boda Loan,565862,52,0.12,2024-05-09,11
LOAN000569,CUST00577,Green Energy Loan,304683,29,0.07,2019-08-17,12
LOAN000570,CUST01245,Additional Loan,326234,10,0.1,2019-06-13,9
LOAN000571,CUST03083,Green Energy Loan,99527,35,0.07,2020-08-04,3
LOAN000572,CUST00190,Normal Loan,768245,15,0.1,2021-12-22,9
LOAN000573,CUST03955,Boda Boda Loan,740121,49,0.12,2024-09-28,12
LOAN000574,CUST04182,Seasonal Advance,298301,15,0.08,2024-06-15,9
LOAN000575,CUST04641,Special Advance,95519,6,0.06,2022-07-29,1
LOAN000576,CUST03067,Emergency Loan,32747,10,0.09,2019-02-11,2
LOAN000577,CUST03356,Normal Loan,851190,18,0.1,2022-07-06,13
LOAN000578,CUST04631,Additional Loan,187342,17,0.1,2024-07-06,8
LOAN000579,CUST01073,Boda Boda Loan,84888,21,0.12,2023-05-25,1
LOAN000580,CUST04940,Maziwa Loan,106416,20,0.09,2022-06-25,13
LOAN000581,CUST00733,Boda Boda Loan,317450,24,0.12,2024-01-08,12
LOAN000582,CUST03661,Seasonal Advance,437323,21,0.08,2021-07-02,12
LOAN000583,CUST03695,Boda Boda Loan,397926,12,0.12,2020-01-14,14
LOAN000584,CUST02202,Special Advance,70530,4,0.06,2020-04-08,1
LOAN000585,CUST04241,Boda Boda Loan,696345,40,0.12,2020-06-30,11
LOAN000586,CUST01633,Boda Boda Loan,554216,53,0.12,2021-01-30,10
LOAN000587,CUST01339,Salary Advance,95143,7,0.05,2021-09-28,2
LOAN000588,CUST00726,Additional Loan,430330,12,0.1,2022-03-31,9
LOAN000589,CUST04903,Emergency Loan,34831,4,0.09,2023-10-20,3
LOAN000590,CUST02586,Additional Loan,342426,22,0.1,2022-08-07,12
LOAN000591,CUST01758,Avocado Loan,102563,23,0.11,2020-05-19,11
LOAN000592,CUST02966,Special Advance,85720,8,0.06,2021-10-12,3
LOAN000593,CUST04440,Avocado Loan,225410,51,0.11,2022-11-17,9
LOAN000594,CUST01290,Salary Advance,72662,6,0.05,2019-08-28,1
LOAN000595,CUST00482,Normal Loan,695029,13,0.1,2023-07-27,11
LOAN000596,CUST03737,Seasonal Advance,48836,8,0.08,2019-02-20,1
LOAN000597,CUST00405,Emergency Loan,29015,5,0.09,2022-09-06,2
LOAN000598,CUST03702,Seasonal Advance,236381,18,0.08,2022-04-29,14
LOAN000599,CUST04007,Salary Advance,29945,12,0.05,2022-12-16,2
LOAN000600,CUST00717,Special Advance,17658,10,0.06,2020-07-16,2
LOAN000601,CUST01858,Jipange Loan,486173,16,0.08,2023-03-15,7
LOAN000602,CUST02811,Emergency Loan,15355,4,0.09,2019-12-22,2
LOAN000603,CUST03577,Emergency Loan,45432,6,0.09,2024-03-09,1
LOAN000604,CUST00284,Salary Advance,44283,10,0.05,2020-01-02,2
LOAN000605,CUST02774,Normal Loan,293329,22,0.1,2019-04-30,8
LOAN000606,CUST00124,Maziwa Loan,72436,10,0.09,2023-07-28,3
LOAN000607,CUST03474,Boda Boda Loan,180386,41,0.12,2019-12-30,7
LOAN000608,CUST01556,Green Energy Loan,107485,22,0.07,2021-05-01,13
LOAN000609,CUST01356,Green Energy Loan,246229,27,0.07,2024-04-13,14
LOAN000610,CUST03541,Seasonal Advance,398775,6,0.08,2022-03-26,10
LOAN000611,CUST02362,Boda Boda Loan,798150,41,0.12,2021-06-20,7
LOAN000612,CUST01970,Maziwa Loan,444121,20,0.09,2024-02-13,14
LOAN000613,CUST00610,Jipange Loan,383704,8,0.08,2021-01-11,14
LOAN000614,CUST02114,Seasonal Advance,138241,14,0.08,2023-08-21,8
LOAN000615,CUST04341,Emergency Loan,44897,7,0.09,2022-09-27,2
LOAN000616,CUST02407,Avocado Loan,713747,34,0.11,2021-12-20,12
LOAN000617,CUST00126,Additional Loan,40342,17,0.1,2019-11-27,1
LOAN000618,CUST00732,Green Energy Loan,334620,31,0.07,2021-08-12,7
LOAN000619,CUST02331,Seasonal Advance,326793,14,0.08,2019-12-20,12
LOAN000620,CUST04126,Green Energy Loan,326052,15,0.07,2024-08-06,14
LOAN000621,CUST01622,Salary Advance,48413,4,0.05,2021-07-03,3
LOAN000622,CUST00332,Jipange Loan,73142,14,0.08,2023-03-30,2
LOAN000623,CUST02816,Jipange Loan,64974,24,0.08,2024-08-17,2
LOAN000624,CUST04481,Avocado Loan,945598,51,0.11,2021-07-12,14
LOAN000625,CUST03312,Special Advance,81290,8,0.06,2022-05-11,2
LOAN000626,CUST02417,Jipange Loan,160927,17,0.08,2024-05-01,8
LOAN000627,CUST00769,Emergency Loan,15544,4,0.09,2023-02-01,3
LOAN000628,CUST01669,Salary Advance,49426,8,0.05,2021-01-01,3
LOAN000629,CUST02330,Normal Loan,667357,12,0.1,2024-02-27,14
LOAN000630,CUST01862,Seasonal Advance,297882,9,0.08,2024-12-05,9
LOAN000631,CUST01853,Emergency Loan,35585,10,0.09,2023-09-25,1
LOAN000632,CUST00259,Boda Boda Loan,681479,21,0.12,2022-09-12,12
LOAN000633,CUST03662,Additional Loan,314486,18,0.1,2024-01-22,11
LOAN000634,CUST00532,Normal Loan,89801,12,0.1,2022-01-25,2
LOAN000635,CUST01466,Emergency Loan,17936,8,0.09,2021-01-28,3
LOAN000636,CUST00428,Boda Boda Loan,542799,36,0.12,2021-03-20,12
LOAN000637,CUST00137,Green Energy Loan,419444,6,0.07,2020-11-27,10
LOAN000638,CUST03578,Green Energy Loan,204417,35,0.07,2020-06-25,10
LOAN000639,CUST04546,Green Energy Loan,218134,8,0.07,2019-07-10,13
LOAN000640,CUST03686,Avocado Loan,117409,34,0.11,2019-09-15,10
LOAN000641,CUST04201,Salary Advance,18346,9,0.05,2019-03-15,2
LOAN000642,CUST04395,Seasonal Advance,38796,20,0.08,2023-10-08,2
LOAN000643,CUST04193,Avocado Loan,380840,33,0.11,2024-09-22,9
LOAN000644,CUST00812,Jipange Loan,324164,12,0.08,2023-02-06,8
LOAN000645,CUST01400,Jipange Loan,56119,18,0.08,2022-04-07,3
LOAN000646,CUST03727,Jipange Loan,87653,26,0.08,2023-05-26,3
LOAN000647,CUST03821,Salary Advance,42839,6,0.05,2019-06-26,2
LOAN000648,CUST02560,Avocado Loan,968210,56,0.11,2024-04-12,10
LOAN000649,CUST02935,Avocado Loan,112323,58,0.11,2022-03-23,9
LOAN000650,CUST04090,Normal Loan,615401,41,0.1,2021-11-16,11
LOAN000651,CUST04280,Avocado Loan,136991,59,0.11,2020-11-21,14
LOAN000652,CUST01225,Boda Boda Loan,625314,45,0.12,2019-08-25,14
LOAN000653,CUST00346,Jipange Loan,331118,15,0.08,2020-09-21,7
LOAN000654,CUST01054,Avocado Loan,484793,47,0.11,2023-06-28,8
LOAN000655,CUST04920,Additional Loan,94357,17,0.1,2019-12-26,3
LOAN000656,CUST04220,Salary Advance,84706,5,0.05,2024-05-23,1
LOAN000657,CUST00470,Seasonal Advance,299337,19,0.08,2024-06-20,7
LOAN000658,CUST02969,Jipange Loan,120789,12,0.08,2022-12-17,13
LOAN000659,CUST01014,Special Advance,26852,8,0.06,2019-04-24,1
LOAN000660,CUST03365,Boda Boda Loan,624665,26,0.12,2022-10-19,11
LOAN000661,CUST04938,Special Advance,88070,3,0.06,2020-06-28,2
LOAN000662,CUST04169,Jipange Loan,287877,26,0.08,2023-03-03,8
LOAN000663,CUST03323,Additional Loan,358877,15,0.1,2019-02-21,14
LOAN000664,CUST04096,Normal Loan,391979,58,0.1,2021-08-26,14
LOAN000665,CUST00897,Salary Advance,98406,9,0.05,2020-08-22,3
LOAN000666,CUST02270,Seasonal Advance,220874,10,0.08,2023-07-17,13
LOAN000667,CUST00331,Seasonal Advance,402015,11,0.08,2020-03-30,11
LOAN000668,CUST03767,Jipange Loan,298203,28,0.08,2022-12-03,12
LOAN000669,CUST00581,Avocado Loan,894662,57,0.11,2023-03-06,13
LOAN000670,CUST01495,Normal Loan,725754,18,0.1,2023-04-21,11
LOAN000671,CUST03573,Additional Loan,316989,27,0.1,2024-09-13,12
LOAN000672,CUST03075,Salary Advance,35632,7,0.05,2020-07-21,3
LOAN000673,CUST00904,Jipange Loan,130914,18,0.08,2024-09-28,12
LOAN000674,CUST01905,Avocado Loan,764487,52,0.11,2024-11-13,11
LOAN000675,CUST02852,Jipange Loan,321911,6,0.08,2023-01-14,10
LOAN000676,CUST00695,Normal Loan,956364,28,0.1,2019-01-07,7
LOAN000677,CUST01502,Salary Advance,75865,5,0.05,2023-04-09,1
LOAN000678,CUST00169,Boda Boda Loan,540376,26,0.12,2022-02-10,14
LOAN000679,CUST03146,Jipange Loan,141271,31,0.08,2021-01-31,12
LOAN000680,CUST00571,Avocado Loan,239439,28,0.11,2024-08-28,9
LOAN000681,CUST03614,Additional Loan,57112,30,0.1,2021-11-27,3
LOAN000682,CUST02137,Maziwa Loan,92402,13,0.09,2019-05-14,1
LOAN000683,CUST01342,Maziwa Loan,402896,11,0.09,2024-05-18,7
LOAN000684,CUST04166,Maziwa Loan,197300,29,0.09,2019-04-03,7
LOAN000685,CUST04965,Additional Loan,45617,17,0.1,2021-02-12,1
LOAN000686,CUST02660,Avocado Loan,852384,43,0.11,2019-07-07,8
LOAN000687,CUST01000,Normal Loan,857077,40,0.1,2019-09-02,11
LOAN000688,CUST04192,Normal Loan,571398,20,0.1,2022-12-30,11
LOAN000689,CUST00790,Salary Advance,84907,4,0.05,2023-11-14,3
LOAN000690,CUST01399,Green Energy Loan,206534,13,0.07,2020-03-12,8
LOAN000691,CUST04449,Maziwa Loan,489214,36,0.09,2023-12-16,7
LOAN000692,CUST03606,Seasonal Advance,472384,18,0.08,2022-07-04,8
LOAN000693,CUST02916,Green Energy Loan,439530,7,0.07,2024-05-08,7
LOAN000694,CUST04690,Emergency Loan,24412,9,0.09,2019-08-14,2
LOAN000695,CUST00397,Maziwa Loan,404225,8,0.09,2023-06-20,11
LOAN000696,CUST01490,Seasonal Advance,41420,17,0.08,2019-03-10,1
LOAN000697,CUST02042,Normal Loan,752878,38,0.1,2021-05-19,12
LOAN000698,CUST03138,Seasonal Advance,455569,20,0.08,2024-01-12,11
LOAN000699,CUST04603,Green Energy Loan,72343,21,0.07,2024-10-16,1
LOAN000700,CUST00147,Boda Boda Loan,786594,32,0.12,2020-01-12,12
LOAN000701,CUST00688,Jipange Loan,377760,25,0.08,2024-04-25,13
LOAN000702,CUST04986,Special Advance,90821,11,0.06,2024-01-27,3
LOAN000703,CUST04741,Maziwa Loan,273006,19,0.09,2019-11-21,11
LOAN000704,CUST04330,Normal Loan,593097,60,0.1,2020-11-11,12
LOAN000705,CUST00683,Salary Advance,27054,6,0.05,2023-09-24,3
LOAN000706,CUST00331,Maziwa Loan,25976,24,0.09,2024-05-22,2
LOAN000707,CUST01191,Avocado Loan,86582,51,0.11,2022-06-10,3
LOAN000708,CUST03054,Green Energy Loan,486182,35,0.07,2019-02-23,14
LOAN000709,CUST03942,Normal Loan,886275,15,0.1,2019-09-14,7
