RepaymentID,LoanID,RepaymentDate,RepaymentAmount,RepaymentStatus,PaymentMethod
RP0000387,LOAN008330,2025-01-18,17291.54,On Time,M-Pesa
RP0000388,LOAN009939,2020-06-30,2956.82,On Time,Bank Transfer
RP0000389,LOAN007586,2020-08-19,18631.88,On Time,M-Pesa
RP0000390,LOAN007710,2021-03-17,20362.85,Late,M-Pesa
RP0000391,LOAN004747,2025-08-13,16633.48,On Time,M-Pesa
RP0000392,LOAN004694,2021-09-28,11289.63,On Time,M-Pesa
RP0000393,LOAN002206,2022-10-14,17483.19,Defaulted,M-Pesa
RP0000394,LOAN006150,2022-05-18,4646.98,On Time,M-Pesa
RP0000395,LOAN006734,2022-03-15,20754.8,On Time,Cash
RP0000396,LOAN009191,2021-06-17,11399.5,On Time,M-Pesa
RP0000397,LOAN005727,2025-03-31,26562.53,On Time,M-Pesa
RP0000398,LOAN005376,2021-05-24,10623.34,On Time,Cash
RP0000399,LOAN007678,2023-11-24,11443.63,Late,M-Pesa
RP0000400,LOAN009084,2023-08-21,69732.53,Defaulted,Bank Transfer
RP0000401,LOAN000957,2023-07-25,52762.33,On Time,M-Pesa
RP0000402,LOAN009174,2023-04-30,9622.53,On Time,Bank Transfer
RP0000403,LOAN008007,2027-03-09,18605.67,On Time,M-Pesa
RP0000404,LOAN009435,2023-09-15,6335.43,Late,M-Pesa
RP0000405,LOAN002979,2025-06-18,60386.69,On Time,M-Pesa
RP0000406,LOAN007339,2022-08-01,26105.47,Late,M-Pesa
RP0000407,LOAN003118,2026-03-15,8053.9,On Time,M-Pesa
RP0000408,LOAN004899,2020-06-12,13113.31,Late,M-Pesa
RP0000409,LOAN003173,2024-11-10,6152.61,On Time,Bank Transfer
RP0000410,LOAN001660,2024-09-12,6798.39,On Time,Bank Transfer
RP0000411,LOAN008919,2020-05-02,20609.66,On Time,M-Pesa
RP0000412,LOAN005892,2021-08-19,16294.25,On Time,M-Pesa
RP0000413,LOAN001469,2022-06-30,13041.26,On Time,M-Pesa
RP0000414,LOAN005378,2024-03-10,1206.39,On Time,M-Pesa
RP0000415,LOAN006702,2023-02-14,22032.65,On Time,M-Pesa
RP0000416,LOAN001028,2020-01-03,28681.61,On Time,M-Pesa
RP0000417,LOAN006907,2020-09-21,40495.78,On Time,M-Pesa
RP0000418,LOAN005564,2022-05-13,35613.33,On Time,M-Pesa
RP0000419,LOAN005680,2020-10-21,15167.55,On Time,M-Pesa
RP0000420,LOAN005496,2023-11-16,1569.5,On Time,M-Pesa
RP0000421,LOAN001540,2019-04-28,4402.32,On Time,M-Pesa
RP0000422,LOAN005830,2023-10-14,24487.98,On Time,M-Pesa
RP0000423,LOAN003635,2020-03-05,2301.56,On Time,M-Pesa
RP0000424,LOAN005380,2021-11-17,2270.18,On Time,M-Pesa
RP0000425,LOAN002745,2024-03-01,44874.78,Late,M-Pesa
RP0000426,LOAN002908,2021-10-05,3239.2,On Time,M-Pesa
RP0000427,LOAN002027,2022-12-22,11228.84,On Time,M-Pesa
RP0000428,LOAN005611,2027-08-14,12675.68,On Time,M-Pesa
RP0000429,LOAN003560,2024-01-11,5922.39,On Time,M-Pesa
RP0000430,LOAN009037,2024-05-05,18934.3,On Time,Bank Transfer
RP0000431,LOAN003268,2024-12-26,8178.51,On Time,M-Pesa
RP0000432,LOAN001152,2025-05-12,7762.92,On Time,M-Pesa
RP0000433,LOAN000440,2023-03-04,16276.88,On Time,M-Pesa
RP0000434,LOAN009497,2020-01-14,2379.15,On Time,M-Pesa
RP0000435,LOAN005107,2023-01-16,17983.61,On Time,M-Pesa
RP0000436,LOAN003156,2022-09-07,38666.57,On Time,M-Pesa
RP0000437,LOAN001353,2023-07-13,3266.8,Prepaid,M-Pesa
RP0000438,LOAN008179,2024-11-16,14675.44,On Time,M-Pesa
RP0000439,LOAN005726,2023-03-19,67140.64,On Time,M-Pesa
RP0000440,LOAN006567,2022-08-16,10565.32,On Time,Cash
RP0000441,LOAN006167,2020-07-31,4906.9,Late,M-Pesa
RP0000442,LOAN004491,2023-03-25,42640.42,On Time,M-Pesa
RP0000443,LOAN007247,2025-03-31,25937.32,On Time,M-Pesa
RP0000444,LOAN007919,2023-05-16,18988.33,Late,M-Pesa
RP0000445,LOAN003189,2022-05-20,3716.15,On Time,M-Pesa
RP0000446,LOAN007505,2023-01-07,12981.14,Late,M-Pesa
RP0000447,LOAN006387,2021-10-07,6475.18,On Time,Bank Transfer
RP0000448,LOAN009506,2022-09-30,7460.74,Late,M-Pesa
RP0000449,LOAN009465,2021-08-30,29242.7,On Time,M-Pesa
RP0000450,LOAN005280,2020-08-22,15297.22,On Time,M-Pesa
RP0000451,LOAN007576,2020-10-04,22011.29,Defaulted,M-Pesa
RP0000452,LOAN003527,2022-01-27,5992.77,On Time,M-Pesa
RP0000453,LOAN006653,2024-04-01,4469.49,On Time,M-Pesa
RP0000454,LOAN001356,2024-03-22,18739.04,On Time,M-Pesa
RP0000455,LOAN002966,2022-04-02,36349.71,On Time,M-Pesa
RP0000456,LOAN001265,2024-11-09,10704.87,On Time,M-Pesa
RP0000457,LOAN000931,2022-07-26,3054.73,On Time,M-Pesa
RP0000458,LOAN005589,2020-10-16,12484.7,On Time,M-Pesa
RP0000459,LOAN008605,2021-05-01,7318.55,On Time,M-Pesa
RP0000460,LOAN002204,2024-08-20,2554.46,On Time,M-Pesa
RP0000461,LOAN002065,2025-04-02,26227.88,On Time,Bank Transfer
RP0000462,LOAN007209,2024-02-24,2041.7,On Time,Cash
RP0000463,LOAN004742,2025-07-04,10187.59,On Time,M-Pesa
RP0000464,LOAN001964,2019-11-29,1796.12,On Time,Bank Transfer
RP0000465,LOAN003063,2022-05-22,27554.6,On Time,M-Pesa
RP0000466,LOAN009065,2024-11-24,8473.73,Late,M-Pesa
RP0000467,LOAN006491,2020-02-03,6488.7,On Time,M-Pesa
RP0000468,LOAN003871,2023-08-25,34696.37,On Time,M-Pesa
RP0000469,LOAN009481,2024-07-12,22094.6,On Time,M-Pesa
RP0000470,LOAN003794,2023-12-03,17418.3,Late,Cash
RP0000471,LOAN009013,2020-04-10,4538.28,On Time,Bank Transfer
RP0000472,LOAN000636,2022-09-11,18028.69,On Time,M-Pesa
RP0000473,LOAN008194,2021-07-03,32793.3,On Time,M-Pesa
RP0000474,LOAN003286,2024-02-24,12992.62,On Time,M-Pesa
RP0000475,LOAN009080,2022-02-24,19464.73,On Time,M-Pesa
RP0000476,LOAN009066,2019-08-31,56107.89,On Time,M-Pesa
RP0000477,LOAN006974,2022-10-29,5506.36,On Time,M-Pesa
RP0000478,LOAN005389,2020-03-19,56993.35,Late,M-Pesa
RP0000479,LOAN003185,2021-03-07,7702.21,Late,M-Pesa
RP0000480,LOAN005268,2025-05-31,20510.27,On Time,M-Pesa
RP0000481,LOAN005254,2023-10-23,35504.58,On Time,M-Pesa
RP0000482,LOAN004296,2023-07-01,8584.79,On Time,M-Pesa
RP0000483,LOAN008189,2024-08-16,25468.14,On Time,M-Pesa
RP0000484,LOAN006720,2019-09-01,7242.43,On Time,M-Pesa
RP0000485,LOAN001956,2025-04-18,35157.97,Late,M-Pesa
RP0000486,LOAN000347,2021-09-21,38992.42,On Time,M-Pesa
RP0000487,LOAN008414,2020-03-27,5308.65,On Time,M-Pesa
RP0000488,LOAN007291,2026-06-29,7098.31,On Time,M-Pesa
RP0000489,LOAN008157,2022-02-20,13394.54,On Time,M-Pesa
RP0000490,LOAN006608,2023-01-22,8619.35,Prepaid,M-Pesa
RP0000491,LOAN000980,2020-11-08,2611.88,Prepaid,M-Pesa
RP0000492,LOAN006189,2025-09-13,10758.18,On Time,M-Pesa
RP0000493,LOAN004286,2021-12-26,2425.65,On Time,M-Pesa
RP0000494,LOAN008144,2020-06-08,12459.49,On Time,M-Pesa
RP0000495,LOAN001749,2025-07-06,31988.71,On Time,M-Pesa
RP0000496,LOAN009426,2024-09-30,1391.93,On Time,M-Pesa
RP0000497,LOAN002936,2019-06-29,7262.6,On Time,M-Pesa
RP0000498,LOAN003454,2020-12-10,21850.91,On Time,M-Pesa
RP0000499,LOAN009553,2023-12-17,33720.33,Defaulted,M-Pesa
RP0000500,LOAN002031,2021-12-01,13290.82,On Time,M-Pesa
RP0000501,LOAN006644,2024-12-04,1151.2,On Time,M-Pesa
RP0000502,LOAN006629,2020-05-09,20209.92,Prepaid,Cash
RP0000503,LOAN000642,2023-12-07,2078.44,On Time,M-Pesa
RP0000504,LOAN005093,2022-05-31,55004.21,On Time,M-Pesa
RP0000505,LOAN007393,2022-12-06,32123.76,On Time,Bank Transfer
RP0000506,LOAN000779,2024-07-22,29303.42,On Time,Cash
RP0000507,LOAN008606,2022-10-18,10068.43,On Time,M-Pesa
RP0000508,LOAN004443,2020-04-01,3800.4,On Time,M-Pesa
RP0000509,LOAN001223,2023-04-17,24414.231890981624,On Time,M-Pesa
RP0000510,LOAN003815,2025-10-02,4316.26,On Time,M-Pesa
RP0000511,LOAN005184,2025-10-03,6928.55,On Time,M-Pesa
RP0000512,LOAN007920,2024-03-13,11296.77,On Time,M-Pesa
RP0000513,LOAN004483,2021-11-15,2069.97,On Time,M-Pesa
RP0000514,LOAN007618,2025-03-01,6396.86,Late,M-Pesa
RP0000515,LOAN004254,2024-04-01,4179.9,Prepaid,M-Pesa
RP0000516,LOAN002149,2020-08-15,5076.21,On Time,M-Pesa
RP0000517,LOAN008669,2023-01-15,5550.07,On Time,M-Pesa
RP0000518,LOAN003747,2023-05-29,7202.86,On Time,M-Pesa
RP0000519,LOAN003302,2022-02-24,7329.66,On Time,M-Pesa
RP0000520,LOAN005782,2021-02-19,14002.28,On Time,M-Pesa
RP0000521,LOAN005371,2024-06-24,8522.77,On Time,M-Pesa
RP0000522,LOAN008421,2025-12-08,31285.94,On Time,M-Pesa
RP0000523,LOAN004690,2023-03-02,6152.03,Late,M-Pesa
RP0000524,LOAN007998,2021-08-09,6324.93,On Time,M-Pesa
RP0000525,LOAN001512,2023-10-07,1927.18,On Time,M-Pesa
RP0000526,LOAN007789,2021-08-13,48805.0,On Time,M-Pesa
RP0000527,LOAN002614,2023-12-04,636.82,On Time,M-Pesa
RP0000528,LOAN003185,2020-11-07,7702.21,Late,M-Pesa
RP0000529,LOAN004646,2021-09-28,10118.78,On Time,M-Pesa
RP0000530,LOAN007454,2023-07-04,23719.84,On Time,M-Pesa
RP0000531,LOAN004116,2021-02-23,2838.11,On Time,M-Pesa
RP0000532,LOAN002512,2020-06-23,24651.27,On Time,M-Pesa
RP0000533,LOAN007748,2021-08-27,3611.84,On Time,Bank Transfer
RP0000534,LOAN002765,2019-09-03,34388.31,On Time,M-Pesa
RP0000535,LOAN005641,2020-07-01,38797.06,On Time,M-Pesa
RP0000536,LOAN007916,2023-04-09,2484.06,On Time,M-Pesa
RP0000537,LOAN000398,2022-07-04,13175.0,On Time,M-Pesa
RP0000538,LOAN001223,2021-06-26,20230.47,On Time,M-Pesa
RP0000539,LOAN009529,2021-10-09,7126.23,On Time,Bank Transfer
RP0000540,LOAN007930,2022-01-15,7221.45,On Time,M-Pesa
RP0000541,LOAN009596,2024-11-23,15175.53,On Time,Cash
RP0000542,LOAN009336,2021-10-29,5095.52,On Time,M-Pesa
RP0000543,LOAN006916,2021-04-14,7501.19,On Time,M-Pesa
RP0000544,LOAN000538,2023-05-02,3694.13,Late,M-Pesa
RP0000545,LOAN006688,2023-07-01,2594.39,Defaulted,Cash
RP0000546,LOAN005048,2022-06-08,2721.13,On Time,M-Pesa
RP0000547,LOAN008643,2020-09-03,20760.21,On Time,M-Pesa
RP0000548,LOAN001419,2019-05-03,21817.26,On Time,M-Pesa
RP0000549,LOAN002934,2022-01-25,5052.75,Prepaid,M-Pesa
RP0000550,LOAN006100,2020-04-28,4885.09,On Time,Bank Transfer
RP0000551,LOAN001259,2024-08-06,21986.56,On Time,M-Pesa
RP0000552,LOAN003121,2022-06-22,14471.79,On Time,M-Pesa
RP0000553,LOAN006513,2021-04-23,12381.24,On Time,M-Pesa
RP0000554,LOAN008597,2021-07-07,9673.46,On Time,M-Pesa
RP0000555,LOAN006861,2023-01-30,4765.54,On Time,Cash
RP0000556,LOAN009715,2022-12-21,34668.95,On Time,M-Pesa
RP0000557,LOAN002947,2020-07-22,5063.47,On Time,Bank Transfer
RP0000558,LOAN005808,2025-01-04,18994.75,On Time,M-Pesa
RP0000559,LOAN001140,2020-03-11,10580.24,On Time,M-Pesa
RP0000560,LOAN004447,2019-07-27,48744.03,On Time,Cash
RP0000561,LOAN008863,2023-04-04,16482.97,Late,M-Pesa
RP0000562,LOAN001662,2023-06-27,11667.28,On Time,M-Pesa
RP0000563,LOAN000385,2023-05-23,8250.61,On Time,M-Pesa
RP0000564,LOAN001623,2019-12-31,11339.82,On Time,M-Pesa
RP0000565,LOAN005748,2025-06-22,10019.71,On Time,M-Pesa
RP0000566,LOAN006647,2024-07-14,1724.76,On Time,M-Pesa
RP0000567,LOAN007749,2020-04-18,30190.93,On Time,M-Pesa
RP0000568,LOAN006657,2023-07-28,6491.63,On Time,M-Pesa
RP0000569,LOAN004944,2024-07-17,5120.37,Late,M-Pesa
RP0000570,LOAN004299,2021-04-03,12111.66,Prepaid,M-Pesa
RP0000571,LOAN004132,2022-02-16,7610.74,On Time,M-Pesa
RP0000572,LOAN007781,2027-04-28,5681.32,Late,M-Pesa
RP0000573,LOAN000699,2025-02-13,3670.24,On Time,M-Pesa
RP0000574,LOAN004669,2020-06-01,43799.57,Prepaid,M-Pesa
RP0000575,LOAN001758,2024-09-08,6585.48,On Time,Bank Transfer
RP0000576,LOAN007428,2024-07-08,17287.14,On Time,M-Pesa
RP0000577,LOAN008311,2026-10-05,5337.38,On Time,M-Pesa
RP0000578,LOAN005425,2024-03-22,1204.17,On Time,M-Pesa
RP0000579,LOAN001224,2023-10-25,10768.84,On Time,Cash
RP0000580,LOAN006933,2021-06-16,15785.21,On Time,M-Pesa
RP0000581,LOAN000040,2024-08-31,5141.15,On Time,M-Pesa
RP0000582,LOAN007005,2022-09-25,5122.25,On Time,M-Pesa
RP0000583,LOAN002895,2023-09-29,56957.6,On Time,M-Pesa
RP0000584,LOAN009806,2021-04-22,12300.58,Late,M-Pesa
RP0000585,LOAN005734,2019-10-29,8185.02,On Time,M-Pesa
RP0000586,LOAN009674,2020-02-13,14452.86,On Time,M-Pesa
RP0000587,LOAN003240,2022-07-04,22364.0,On Time,M-Pesa
RP0000588,LOAN008091,2022-03-05,16538.45,Late,M-Pesa
RP0000589,LOAN008362,2024-09-08,11365.59,On Time,M-Pesa
RP0000590,LOAN002942,2022-05-20,16630.17,On Time,M-Pesa
RP0000591,LOAN000483,2023-07-13,7922.38,On Time,M-Pesa
RP0000592,LOAN004747,2025-07-14,16633.48,On Time,M-Pesa
RP0000593,LOAN005621,2024-07-11,33746.74,On Time,M-Pesa
RP0000594,LOAN000293,2023-10-15,10022.72,On Time,Bank Transfer
RP0000595,LOAN008332,2020-06-25,6569.84,On Time,M-Pesa
RP0000596,LOAN009650,2025-03-15,30027.75,On Time,M-Pesa
RP0000597,LOAN003993,2023-10-14,8925.04,On Time,M-Pesa
RP0000598,LOAN009023,2023-05-21,7560.56,Prepaid,M-Pesa
RP0000599,LOAN003692,2023-06-28,2778.87,Late,M-Pesa
RP0000600,LOAN008696,2022-06-03,-74879.24,On Time,M-Pesa
RP0000601,LOAN007994,2022-02-10,9817.93,On Time,M-Pesa
RP0000602,LOAN000103,2023-05-27,7862.45,On Time,M-Pesa
RP0000603,LOAN005635,2023-07-22,3934.97,Late,M-Pesa
RP0000604,LOAN003753,2021-12-08,22757.91,On Time,M-Pesa
RP0000605,LOAN003424,2022-04-10,9589.91,On Time,M-Pesa
RP0000606,LOAN006982,2021-09-13,3231.54,On Time,M-Pesa
RP0000607,LOAN004574,2020-06-16,6822.8,On Time,M-Pesa
RP0000608,LOAN004575,2021-10-17,30968.3,On Time,M-Pesa
RP0000609,LOAN003226,2019-10-13,3422.68,Defaulted,Cash
RP0000610,LOAN002096,2021-11-26,10172.14,On Time,M-Pesa
RP0000611,LOAN007904,2020-08-30,10836.04,On Time,M-Pesa
RP0000612,LOAN009285,2024-06-12,5422.55,On Time,M-Pesa
RP0000613,LOAN009390,2019-04-24,7316.09,On Time,M-Pesa
RP0000614,LOAN008299,2023-11-22,71787.19,On Time,M-Pesa
RP0000615,LOAN007696,2022-11-27,8568.07,On Time,M-Pesa
RP0000616,LOAN005300,2024-10-07,26641.35,Prepaid,Bank Transfer
RP0000617,LOAN002828,2024-11-01,9187.54,Late,Bank Transfer
RP0000618,LOAN008405,2023-08-24,12304.88,On Time,M-Pesa
RP0000619,LOAN000357,2025-01-06,55308.08,Late,Cash
RP0000620,LOAN007701,2024-12-28,9897.09,On Time,M-Pesa
RP0000621,LOAN006041,2024-06-10,23532.38,On Time,Bank Transfer
RP0000622,LOAN004817,2021-04-02,13428.51,On Time,M-Pesa
RP0000623,LOAN005064,2020-09-03,7145.55,On Time,M-Pesa
RP0000624,LOAN009118,2021-02-12,11441.37,On Time,M-Pesa
RP0000625,LOAN007106,2021-11-14,8642.44,Late,M-Pesa
RP0000626,LOAN005876,2020-01-16,19974.79,On Time,M-Pesa
RP0000627,LOAN001180,2019-10-07,16116.24,On Time,M-Pesa
RP0000628,LOAN007258,2024-06-18,13498.88,Prepaid,M-Pesa
RP0000629,LOAN004905,2023-09-04,1918.03,On Time,Cash
RP0000630,LOAN001921,2024-01-06,21881.98,On Time,M-Pesa
RP0000631,LOAN009279,2019-12-18,7308.14,On Time,M-Pesa
RP0000632,LOAN007207,2020-11-26,19622.29,On Time,M-Pesa
RP0000633,LOAN000148,2019-09-19,16268.79,On Time,M-Pesa
RP0000634,LOAN002527,2024-01-31,20969.67,On Time,M-Pesa
RP0000635,LOAN002071,2026-08-15,17946.52,On Time,M-Pesa
RP0000636,LOAN000908,2020-01-04,43566.05,On Time,M-Pesa
RP0000637,LOAN003334,2021-05-22,23849.23,On Time,M-Pesa
RP0000638,LOAN002318,2021-10-24,15306.4,On Time,M-Pesa
RP0000639,LOAN005860,2024-08-18,9216.6,Defaulted,M-Pesa
RP0000640,LOAN004112,2019-09-18,7845.28,Late,Cash
RP0000641,LOAN003346,2022-05-31,34160.05,Late,M-Pesa
RP0000642,LOAN000221,2024-07-16,3026.0,On Time,M-Pesa
RP0000643,LOAN006023,2023-10-03,38148.07,On Time,M-Pesa
RP0000644,LOAN005700,2021-04-21,10118.69,On Time,M-Pesa
RP0000645,LOAN002611,2021-05-01,16400.01,Defaulted,M-Pesa
RP0000646,LOAN004914,2027-03-02,23860.34,On Time,M-Pesa
RP0000647,LOAN003733,2022-07-07,4215.24,On Time,M-Pesa
RP0000648,LOAN000575,2022-11-26,16199.59,On Time,M-Pesa
RP0000649,LOAN006037,2025-03-05,15214.57,On Time,M-Pesa
RP0000650,LOAN007536,2022-10-12,36485.92,On Time,M-Pesa
RP0000651,LOAN002587,2027-02-06,13029.87,Late,M-Pesa
RP0000652,LOAN001299,2023-01-28,11302.68,On Time,M-Pesa
RP0000653,LOAN008250,2023-12-23,11326.49,On Time,M-Pesa
RP0000654,LOAN004859,2022-09-12,4962.59,On Time,M-Pesa
RP0000655,LOAN002288,2023-04-06,6722.69,On Time,M-Pesa
RP0000656,LOAN001524,2023-04-07,26773.78,On Time,Bank Transfer
RP0000657,LOAN005383,2021-06-04,5750.26,Late,M-Pesa
RP0000658,LOAN007135,2022-09-22,52510.47,On Time,M-Pesa
RP0000659,LOAN005351,2024-07-23,3087.01,On Time,M-Pesa
RP0000660,LOAN002447,2021-03-01,6482.164501857537,On Time,Cash
RP0000661,LOAN004077,2023-09-26,3186.35,On Time,M-Pesa
RP0000662,LOAN003281,2029-05-15,8600.34,On Time,M-Pesa
RP0000663,LOAN002479,2025-04-06,8212.07,On Time,M-Pesa
RP0000664,LOAN002094,2020-09-01,17947.82,On Time,M-Pesa
RP0000665,LOAN008025,2023-11-21,3165.91,On Time,Bank Transfer
RP0000666,LOAN009931,2024-10-21,18595.19,On Time,M-Pesa
RP0000667,LOAN007724,2022-08-21,11769.05,Late,M-Pesa
RP0000668,LOAN001095,2024-02-15,7842.02,On Time,Bank Transfer
RP0000669,LOAN005899,2025-04-29,4642.08,On Time,M-Pesa
RP0000670,LOAN005747,2020-06-27,4060.89,On Time,M-Pesa
RP0000671,LOAN004664,2020-05-11,8384.17,On Time,M-Pesa
RP0000672,LOAN009050,2020-10-10,3101.86,Late,M-Pesa
RP0000673,LOAN004981,2023-01-07,2861.65,On Time,M-Pesa
RP0000674,LOAN007458,2024-10-21,6884.47,Defaulted,M-Pesa
RP0000675,LOAN005167,2023-03-22,5148.54,On Time,M-Pesa
RP0000676,LOAN007214,2023-03-08,22121.43,Prepaid,M-Pesa
RP0000677,LOAN002896,2020-06-01,3585.18,Defaulted,M-Pesa
RP0000678,LOAN001606,2021-12-06,18310.99,On Time,M-Pesa
RP0000679,LOAN001569,2020-12-31,5479.24,On Time,M-Pesa
RP0000680,LOAN003855,2019-06-22,9531.03,On Time,M-Pesa
RP0000681,LOAN006141,2019-02-02,21298.34,On Time,M-Pesa
RP0000682,LOAN004184,2020-09-12,13677.16,On Time,M-Pesa
RP0000683,LOAN006633,2024-01-23,31442.79,On Time,M-Pesa
RP0000684,LOAN004846,2021-03-17,35546.92,On Time,M-Pesa
RP0000685,LOAN000524,2025-02-05,-1618.81,On Time,M-Pesa
RP0000686,LOAN005307,2020-03-16,2975.06,On Time,M-Pesa
RP0000687,LOAN007610,2020-02-25,37571.46,On Time,M-Pesa
RP0000688,LOAN008885,2021-12-03,8415.07,On Time,Bank Transfer
RP0000689,LOAN005070,2020-11-17,14045.93,On Time,M-Pesa
RP0000690,LOAN003067,2023-09-30,5196.8,On Time,M-Pesa
RP0000691,LOAN000551,2025-03-02,61811.17,Late,M-Pesa
RP0000692,LOAN002323,2024-02-10,2657.24,On Time,M-Pesa
RP0000693,LOAN004725,2020-02-16,52051.67,On Time,M-Pesa
RP0000694,LOAN000014,2024-12-12,24051.57,On Time,M-Pesa
RP0000695,LOAN003399,2023-09-26,2320.02,On Time,M-Pesa
RP0000696,LOAN001954,2021-07-12,28317.57,On Time,M-Pesa
RP0000697,LOAN002776,2023-09-06,19261.5,Late,Cash
RP0000698,LOAN001661,2021-10-27,3810.01,On Time,Cash
RP0000699,LOAN004889,2025-04-04,34774.74,On Time,M-Pesa
RP0000700,LOAN001449,2020-06-23,32530.51,On Time,M-Pesa
RP0000701,LOAN003890,2020-04-24,11643.06,On Time,M-Pesa
RP0000702,LOAN004207,2021-11-24,12142.44,On Time,Cash
RP0000703,LOAN005802,2023-04-15,12525.3,On Time,M-Pesa
RP0000704,LOAN008515,2025-12-24,5785.81,Defaulted,M-Pesa
RP0000705,LOAN000868,2022-10-09,3762.26,On Time,M-Pesa
RP0000706,LOAN000871,2021-11-07,35774.45,On Time,M-Pesa
RP0000707,LOAN008409,2024-02-28,18380.69,On Time,Cash
RP0000708,LOAN000513,2020-01-27,2303.22,On Time,M-Pesa
RP0000709,LOAN009840,2024-03-31,18797.77197050523,On Time,M-Pesa
RP0000710,LOAN008803,2023-11-04,8455.82,On Time,M-Pesa
RP0000711,LOAN009871,2020-11-05,3266.76,Defaulted,M-Pesa
RP0000712,LOAN006597,2023-04-03,20334.7,Late,M-Pesa
RP0000713,LOAN004838,2019-11-27,31152.62,On Time,M-Pesa
RP0000714,LOAN000900,2023-05-28,19711.07,On Time,M-Pesa
RP0000715,LOAN007201,2023-06-03,10792.81,On Time,M-Pesa
RP0000716,LOAN009404,2021-06-11,22710.27,On Time,M-Pesa
RP0000717,LOAN008134,2022-02-17,11613.47,Late,M-Pesa
RP0000718,LOAN000795,2019-09-04,19024.95,On Time,M-Pesa
RP0000719,LOAN001899,2024-03-07,2105.22,On Time,M-Pesa
RP0000720,LOAN002076,2020-04-16,28415.37,On Time,Cash
RP0000721,LOAN006574,2020-08-22,31439.46,On Time,M-Pesa
RP0000722,LOAN000107,2025-04-03,20064.92,Prepaid,M-Pesa
RP0000723,LOAN004704,2024-06-06,9067.65,On Time,M-Pesa
RP0000724,LOAN000636,2023-02-08,18028.69,On Time,M-Pesa
RP0000725,LOAN000763,2021-11-07,12161.43,On Time,M-Pesa
RP0000726,LOAN007055,2025-04-24,31320.56998816942,On Time,M-Pesa
RP0000727,LOAN004635,2019-12-09,11491.59,On Time,M-Pesa
RP0000728,LOAN008906,2024-02-19,7134.43,On Time,M-Pesa
RP0000729,LOAN000123,2024-09-21,21858.16,On Time,M-Pesa
RP0000730,LOAN006233,2021-01-06,17706.54,On Time,M-Pesa
RP0000731,LOAN001355,2021-03-27,9381.71,Late,M-Pesa
RP0000732,LOAN008264,2024-11-26,1997.96,On Time,M-Pesa
RP0000733,LOAN008485,2020-10-23,13903.67,On Time,M-Pesa
RP0000734,LOAN000622,2023-07-28,5489.41,On Time,M-Pesa
RP0000735,LOAN005246,2023-06-10,6173.63,On Time,M-Pesa
RP0000736,LOAN006704,2021-02-19,23125.75,On Time,M-Pesa
RP0000737,LOAN002317,2024-05-23,1977.26,On Time,M-Pesa
RP0000738,LOAN001910,2022-09-26,8947.86,On Time,M-Pesa
RP0000739,LOAN004411,2023-12-08,32268.27,Late,M-Pesa
RP0000740,LOAN002949,2025-05-29,16526.23,On Time,M-Pesa
RP0000741,LOAN009752,2023-01-21,3756.18,On Time,M-Pesa
RP0000742,LOAN000843,2026-07-03,15764.17,On Time,M-Pesa
RP0000743,LOAN005048,2022-01-09,2721.13,On Time,M-Pesa
RP0000744,LOAN007121,2024-03-18,8537.82,On Time,M-Pesa
RP0000745,LOAN001496,2024-03-20,11706.73,On Time,M-Pesa
RP0000746,LOAN005990,2022-05-27,1938.07,On Time,M-Pesa
RP0000747,LOAN009179,2023-11-26,15260.81,On Time,M-Pesa
RP0000748,LOAN008839,2021-09-11,30501.14,On Time,M-Pesa
RP0000749,LOAN005115,2022-01-27,9906.0,On Time,M-Pesa
RP0000750,LOAN008191,2023-08-26,3123.06,On Time,M-Pesa
RP0000751,LOAN002200,2020-07-13,13998.85,Late,M-Pesa
RP0000752,LOAN009701,2022-12-12,19323.82,On Time,M-Pesa
RP0000753,LOAN008557,2021-12-15,23523.53,On Time,M-Pesa
RP0000754,LOAN006659,2020-08-18,2392.05,Defaulted,M-Pesa
RP0000755,LOAN009520,2023-06-13,28522.8,Late,M-Pesa
RP0000756,LOAN006321,2024-07-04,4303.75,On Time,M-Pesa
RP0000757,LOAN006858,2021-03-18,49141.93,On Time,M-Pesa
RP0000758,LOAN002065,2025-01-02,26227.88,On Time,M-Pesa
RP0000759,LOAN001770,2020-02-15,30142.85,On Time,M-Pesa
RP0000760,LOAN004615,2023-10-19,5306.42,On Time,M-Pesa
RP0000761,LOAN009507,2022-03-14,17620.86,Defaulted,M-Pesa
RP0000762,LOAN005800,2020-10-26,10420.34,On Time,M-Pesa
RP0000763,LOAN007875,2023-03-08,14567.79,On Time,M-Pesa
RP0000764,LOAN001229,2025-05-28,16211.62,Defaulted,M-Pesa
RP0000765,LOAN005585,2029-03-20,11936.88,On Time,M-Pesa
RP0000766,LOAN007938,2020-12-11,50967.0,On Time,Bank Transfer
RP0000767,LOAN006689,2021-09-19,22693.39,On Time,Bank Transfer
RP0000768,LOAN003434,2027-04-09,5477.56,On Time,M-Pesa
RP0000769,LOAN006004,2019-09-13,3387.72,On Time,M-Pesa
RP0000770,LOAN009699,2026-10-15,15907.22,On Time,M-Pesa
RP0000771,LOAN004873,2019-10-05,6793.73,On Time,Bank Transfer
RP0000772,LOAN003934,2021-01-05,13870.89,On Time,M-Pesa
RP0000773,LOAN006206,2021-10-08,13143.5,On Time,M-Pesa
